"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000010017",1702.68097043839,0.535912439478255,0.132120648050345,4.05623532268813,4.98700159279762e-05,0.000383458297560443
"ENSG00000112659",589.568394465495,0.609141490803618,0.150226798701497,4.05481243073011,5.01745475533881e-05,0.00038552083999029
"ENSG00000025434",280.340810665303,-0.827903995042693,0.204272009783579,-4.05294879078066,5.05760762374755e-05,0.000388389288183937
"ENSG00000112305",177.748425449957,0.984999960751313,0.243135811950301,4.05123355893231,5.0948319626108e-05,0.000391029773094694
"ENSG00000117523",10782.561644469,0.438109723081087,0.108159431521333,4.05059195410688,5.10882282730304e-05,0.00039188513375563
"ENSG00000100796",2109.50799685888,0.48875037369551,0.120669594774527,4.05031917616652,5.11478206039803e-05,0.000392123798383187
"ENSG00000171867",3470.29358862588,-0.434627817025063,0.107336478542545,-4.04920883306965,5.13910718427738e-05,0.000393769431387397
"ENSG00000112149",99.3091478398702,-1.22532708307614,0.302858708201442,-4.04587040059989,5.21290684668299e-05,0.000399201970923126
"ENSG00000058668",2503.97022019065,0.528761295075892,0.130723653989065,4.0448784817484,5.23502709891764e-05,0.000400673085742062
"ENSG00000151208",3042.66093389463,0.449209420635465,0.111084961633913,4.04383648360848,5.2583599256446e-05,0.000402235321201114
"ENSG00000144635",1088.11200402778,-0.536285115057751,0.132652514119088,-4.04278138728907,5.28208644330532e-05,0.000403601821519817
"ENSG00000102189",2330.10757817399,0.565121838969929,0.139783354522941,4.04284072948887,5.28074929543059e-05,0.000403601821519817
"ENSG00000182287",136.951651382137,1.05321724900956,0.26054196160169,4.04240930149935,5.29047790570354e-05,0.000404018803569784
"ENSG00000116984",2444.2172794658,0.542163506238578,0.134129252016954,4.0420974402366,5.29752088415791e-05,0.000404332400520899
"ENSG00000109103",955.998407963046,0.540586841763273,0.133814614439086,4.03981914852323,5.34924330569007e-05,0.000408053911778652
"ENSG00000162591",117.945649207292,1.20773336368779,0.299012957748485,4.03906697817316,5.36642409555007e-05,0.000409137837052209
"ENSG00000039560",867.588599394569,-0.555878036609536,0.137635253294685,-4.03877657288404,5.37307140267286e-05,0.000409191483094041
"ENSG00000198681",227.360973097508,-0.906282402821373,0.22439430810767,-4.03879407844211,5.37267048380048e-05,0.000409191483094041
"ENSG00000129562",1695.14395885317,-0.48429848482468,0.119949928594049,-4.03750540330632,5.40226009038344e-05,0.000411186949610225
"ENSG00000241468",2088.83581733499,-0.573649016541812,0.142112998543785,-4.03656964823714,5.42384290035583e-05,0.000412601618204417
"ENSG00000163249",288.857336947477,0.768741512536849,0.190489538849546,4.03561012945716,5.44605862848688e-05,0.000413834333640375
"ENSG00000089876",1051.80914075202,0.517396925080914,0.128207688839289,4.0356154125006,5.44593607454994e-05,0.000413834333640375
"ENSG00000144827",1484.48755239656,-0.529247028222709,0.13119609194718,-4.03401519334726,5.48317702852251e-05,0.000416264720088619
"ENSG00000134440",9989.75127406308,-0.413407898543305,0.102481493254886,-4.03397613962457,5.48408891161853e-05,0.000416264720088619
"ENSG00000152939",1561.50534825158,-0.478291791370172,0.118603260316709,-4.03270357065209,5.51388143948504e-05,0.000418295501599281
"ENSG00000137497",6346.15482751815,0.420873381324326,0.104395170953288,4.0315407071142,5.54123963209363e-05,0.00042013947408754
"ENSG00000204256",11076.6834451406,0.405824159230169,0.100668172027377,4.03130553636958,5.54678800379951e-05,0.000420328695785996
"ENSG00000156030",1575.52884244681,0.492904496856589,0.122300704383592,4.03026703191024,5.57135238368876e-05,0.000421957926133172
"ENSG00000070785",298.43538760129,-0.791476257833169,0.196404458966059,-4.02982835522052,5.58175959978774e-05,0.000422513732432531
"ENSG00000099940",1887.97056916353,-0.482489623042915,0.119749938128484,-4.02914298398413,5.59805629587417e-05,0.000423514489768634
"ENSG00000171954",10.3388140793144,5.41196217731988,1.34335620133647,4.02868738160114,5.60891449692873e-05,0.000424102930852343
"ENSG00000076685",1381.27609506189,-0.606087566237565,0.150459386253607,-4.02824696636722,5.61942970992984e-05,0.000424664806125268
"ENSG00000178935",529.362372598824,0.620682302591226,0.154093477695741,4.02795959876232,5.62630087106796e-05,0.000424950832110448
"ENSG00000166415",529.71513946972,-0.683950586056835,0.169850902330702,-4.02677040081409,5.65482013182872e-05,0.000426870714885689
"ENSG00000178921",403.065534740781,-0.682231865990947,0.169612264666841,-4.02230267564091,5.76319312818971e-05,0.000434813184559146
"ENSG00000033327",220.038328615855,0.857028184168684,0.213095650503955,4.02180045506267,5.7754976770215e-05,0.000435502888909688
"ENSG00000138448",2579.96666621946,0.550757248177813,0.136998576539705,4.0201676695392,5.81567355836622e-05,0.000438292332923615
"ENSG00000231767",149.366126426575,-1.3400099214509,0.333502918901178,-4.01798558725049,5.86977864722507e-05,0.000441886179298206
"ENSG00000119778",755.237814067027,0.580955178168525,0.144585581952211,4.0180713064498,5.86764426047692e-05,0.000441886179298206
"ENSG00000136273",516.529258516466,-0.623162732755367,0.155174233673448,-4.01589051225324,5.92217466457503e-05,0.00044558701069144
"ENSG00000138614",1000.57043045338,-0.523960951105913,0.130515916959255,-4.01453679607127,5.95626515460739e-05,0.000447907236011956
"ENSG00000145088",202.896876857918,1.08299221457837,0.269825801137751,4.01367182090006,5.97814494521545e-05,0.00044906207174398
"ENSG00000183354",898.638670578429,0.581418568344277,0.144855546217954,4.01378189185424,5.97535644917193e-05,0.00044906207174398
"ENSG00000145241",428.394463664595,0.704781670352448,0.175608591370943,4.013366685823,5.98588156635933e-05,0.000449365670053332
"ENSG00000123095",144.925304755862,1.00908877980084,0.251438984333475,4.01325507448964,5.98871381035562e-05,0.000449365670053332
"ENSG00000163541",1328.20815383894,-0.490812659282463,0.122357479023131,-4.01130084732849,6.03851028037363e-05,0.000452855381538478
"ENSG00000125037",933.675513537826,-0.530548784950276,0.132270812764573,-4.01107979803975,6.0441675459644e-05,0.000453032895701599
"ENSG00000173442",473.151450317756,0.674114992051205,0.168072176672244,4.01086607788622,6.04964200997313e-05,0.000453196522499021
"ENSG00000124228",1287.39752880868,-0.492771450597268,0.122875948255329,-4.01031656393258,6.06373943020451e-05,0.000454005591160881
"ENSG00000101310",3787.57120205636,-0.421479961750558,0.105120689753856,-4.00948626514407,6.0850992208223e-05,0.000455357234627729
"ENSG00000139514",3467.02595658237,-0.438375632807253,0.10935151558653,-4.00886654799372,6.10108811727912e-05,0.000456305715843651
"ENSG00000004777",501.57913784812,0.681300755758275,0.170039449424336,4.00672172289901,6.15673288719307e-05,0.000460217454526392
"ENSG00000151498",827.222436326439,0.549952037703047,0.137281783713059,4.00600882963857,6.17533415040399e-05,0.000461357438507393
"ENSG00000124562",1173.45298985993,-0.529921504477641,0.132323126141945,-4.00475351458359,6.20821802862486e-05,0.000463562657462775
"ENSG00000185442",623.377821864541,0.603015495406383,0.150594067217607,4.00424469932824,6.2215939668942e-05,0.000464309633225833
"ENSG00000116685",1152.08729553305,0.608159702536023,0.151884719694293,4.0040874668637,6.22573287170529e-05,0.000464366825084021
"ENSG00000172748",116.41603152156,-1.10771555589564,0.276704860263256,-4.00323852223543,6.2481251137581e-05,0.00046578470325574
"ENSG00000126821",830.215105621776,-0.636630636148471,0.159113042855376,-4.00112162223641,6.30429422619178e-05,0.000469717679656031
"ENSG00000119650",233.873573135273,-0.874289153517607,0.218579959975914,-3.99985961024948,6.33800710028961e-05,0.000471974146911236
"ENSG00000158769",1432.85659358705,-0.517679646678582,0.129564343484967,-3.99554100112928,6.45466844814083e-05,0.000480401783040276
"ENSG00000108854",923.877740077304,0.575511577883048,0.144095662247201,3.99395491097949,6.49802258060599e-05,0.000483367222649184
"ENSG00000184164",546.872864219247,-0.663209685115356,0.166068192674001,-3.99359849972754,6.50780256601949e-05,0.000483833334403468
"ENSG00000153006",529.661136269036,0.699587842660987,0.17528388774357,3.99117027621183,6.57480514818192e-05,0.000488546813732686
"ENSG00000085788",1142.89978814264,0.51031500584048,0.127865030033022,3.99104435128736,6.57829757179461e-05,0.000488546813732686
"ENSG00000185567",290.070345501566,0.767061038284657,0.192281654404236,3.98925753297325,6.62804309068161e-05,0.000491975877712103
"ENSG00000198728",2465.09604110356,0.442470716352227,0.110930690430116,3.98871326444124,6.6432662744223e-05,0.000492840158041599
"ENSG00000107537",1044.50077905703,-0.543348166530113,0.136279986381299,-3.98699897877797,6.69143134997462e-05,0.000496146032621435
"ENSG00000127526",1674.89799825737,0.466093707076936,0.116912459791475,3.98668976692698,6.70015416063923e-05,0.000496525417857059
"ENSG00000131732",1170.53449839027,-0.512139018099125,0.128482729226397,-3.98605338774128,6.71814017539585e-05,0.000497590489914069
"ENSG00000256087",578.653775850182,0.705787489591293,0.177091234084932,3.98544565595381,6.73535916949445e-05,0.00049859763658478
"ENSG00000177192",276.147195264906,-0.834464461613871,0.209423536384456,-3.98457821895422,6.76000880504162e-05,0.000500153472523472
"ENSG00000155085",343.479207538649,0.7363855390403,0.18483800021064,3.98395101765396,6.77788490003305e-05,0.000501206751818234
"ENSG00000163815",40.5711109422582,1.87518473217491,0.470741940023847,3.98346646589406,6.79172590507747e-05,0.000501960676258785
"ENSG00000146067",766.398017065383,0.58356023764645,0.146620998274948,3.98005909461987,6.88981390025954e-05,0.000508936950604472
"ENSG00000163602",2300.91063063201,0.460808340481706,0.11581518926479,3.97882474144349,6.92567679376049e-05,0.00051103774798118
"ENSG00000183813",6.71764730882482,-7.15474050784572,1.79816467363667,-3.9789128397099,6.92311134538892e-05,0.00051103774798118
"ENSG00000188266",132.288764897183,-1.04682823666135,0.263150687690243,-3.97805624545273,6.9480938064188e-05,0.000512417266312697
"ENSG00000170852",637.830162167155,0.590470914027803,0.148483702778956,3.9766715334869,6.98865921478542e-05,0.000514885482148977
"ENSG00000167113",676.079960032497,-0.594078282345081,0.149391322760313,-3.97665855933436,6.98904035250518e-05,0.000514885482148977
"ENSG00000026103",299.495791157071,-0.751692997097042,0.189092980415067,-3.97525595845516,7.03036030720126e-05,0.000517652572566065
"ENSG00000119523",1593.65836992309,-0.468104573961622,0.117810880459248,-3.97335604433873,7.08669952757423e-05,0.000521521997836288
"ENSG00000145912",930.651147527926,-0.571513598223152,0.143900794263005,-3.97158056805863,7.13973455263918e-05,0.000524863881768761
"ENSG00000073417",663.322342504339,0.606894975405387,0.152807190546224,3.97163885571081,7.13798750507551e-05,0.000524863881768761
"ENSG00000167778",818.282166846827,-0.623462667796858,0.157096305617988,-3.96866536959142,7.2276292122865e-05,0.000531041764268799
"ENSG00000146859",350.351873527627,-0.706418050385361,0.17803313594722,-3.96790207972737,7.25081128358934e-05,0.000531909952125211
"ENSG00000136111",762.937020036914,-0.603055846361901,0.151981075158292,-3.96796670726144,7.24884574223773e-05,0.000531909952125211
"ENSG00000108509",989.263607466932,0.550041093284954,0.138622904703112,3.96789473184806,7.25103478930222e-05,0.000531909952125211
"ENSG00000164294",490.247380060827,-0.632208192158611,0.159357608841077,-3.96722940784769,7.27129945689256e-05,0.000532828750515985
"ENSG00000166974",602.221000025366,-0.606589367539879,0.152896213077102,-3.96732760957259,7.26830502886722e-05,0.000532828750515985
"ENSG00000156096",17.445109755007,-2.91807934549151,0.735593161519862,-3.96697454264291,7.2790764099911e-05,0.000532990190662061
"ENSG00000090861",10302.145602247,-0.392967889429103,0.0990616196453997,-3.96690353777546,7.28124445228657e-05,0.000532990190662061
"ENSG00000138095",3708.8177282877,-0.477817567112838,0.120476329711207,-3.96607008412533,7.30673859022502e-05,0.000534572176667419
"ENSG00000008311",1005.83870547006,-0.541818952861201,0.136642506357287,-3.96522990762827,7.33252380628858e-05,0.000536173766801845
"ENSG00000168280",3152.66765997444,0.431631902002863,0.108901297202246,3.96351478900439,7.38542860801864e-05,0.000539755660848241
"ENSG00000198931",1328.19891737185,-0.603955735209977,0.152423875442093,-3.96234338917216,7.42176903970293e-05,0.000541836362182766
"ENSG00000108375",241.461108707496,0.818157946332477,0.206477908214859,3.96244786382236,7.41852105812738e-05,0.000541836362182766
"ENSG00000122694",295.517573523944,-0.780695427376961,0.197070260563197,-3.96150806897932,7.44778646806569e-05,0.000543447651715933
"ENSG00000181031",250.420524024614,0.815295196134531,0.205845245107664,3.96071911065084,7.4724390658686e-05,0.000544957698611995
"ENSG00000118520",32.612175213629,-2.18289663290593,0.551309785122821,-3.95947376921601,7.51150937774239e-05,0.000547517059937189
"ENSG00000135048",1018.8300720275,0.515536151048506,0.130225802991207,3.95878650165294,7.53315378487022e-05,0.000548804203512582
"ENSG00000182670",7330.55734692028,0.419581937783882,0.106105434079725,3.95438689283925,7.67311598906485e-05,0.000558705098114404
"ENSG00000145012",2228.4951043632,0.459746051071327,0.116275451714426,3.95393906703946,7.6874994764139e-05,0.000559456555447902
"ENSG00000085231",662.045801498358,-0.600996792934651,0.152021318890214,-3.95337178576038,7.70575629584952e-05,0.000560488951070005
"ENSG00000151025",4623.66930549602,0.542348525772414,0.137192137669759,3.95320413388358,7.71115968118667e-05,0.000560585837646564
"ENSG00000141098",914.77184195205,0.551051805577417,0.139413859327752,3.95263288911565,7.72959769379317e-05,0.00056162971317065
"ENSG00000148908",406.501223047923,-0.77883255544951,0.197078517995193,-3.9518896497309,7.75364956452265e-05,0.000562783346620519
"ENSG00000197361",60.7071110645415,-1.49848667146608,0.37917641779521,-3.95195112654763,7.75165744013937e-05,0.000562783346620519
"ENSG00000215301",10021.7895439615,0.476034130222501,0.120477379901968,3.95123242728094,7.77497678730197e-05,0.00056403401150875
"ENSG00000108947",73.6382876280591,1.40565103708878,0.35578428571672,3.95085194461899,7.78734899142753e-05,0.000564634061416354
"ENSG00000120690",1495.16907990386,0.572263899685011,0.144858357531015,3.9505066151429,7.79859422643622e-05,0.000565151810020002
"ENSG00000126460",234.435221096298,0.809790234108194,0.205036279000853,3.94949731849565,7.83154882004058e-05,0.000567241429264275
"ENSG00000136861",2515.01054041743,0.457709646929804,0.11589795035009,3.94924712255232,7.83973831956205e-05,0.000567536051114878
"ENSG00000196220",195.033915199201,-0.878264136820038,0.222395518965379,-3.94910896094431,7.84426414199947e-05,0.000567565280983661
"ENSG00000145331",619.367208688652,-0.612716482032619,0.155164036993015,-3.9488305016207,7.85339326747876e-05,0.000567927373423924
"ENSG00000168028",8858.23166603433,-0.488777499498672,0.123817205839475,-3.94757332944789,7.89473410368306e-05,0.000570403919725265
"ENSG00000167395",1050.48191143693,0.505729080907954,0.128112555560288,3.9475372159754,7.89592469312481e-05,0.000570403919725265
"ENSG00000130159",326.369366810861,-0.820492207176391,0.207910343689534,-3.94637511831352,7.93432748420117e-05,0.000572877583271976
"ENSG00000160145",101.676886274108,1.16947112268678,0.296420029076026,3.94531748185893,7.96943165459777e-05,0.000575110610336251
"ENSG00000049769",120.510201926959,1.11712067177928,0.283172335867316,3.94502050617939,7.97931498894679e-05,0.000575522200538545
"ENSG00000147804",726.320619503941,-0.614887761618621,0.155901239701468,-3.94408513233158,8.01051995276088e-05,0.000577168232493797
"ENSG00000133121",107.97793624017,1.15914944590838,0.293890874763,3.94414915687038,8.00838036058418e-05,0.000577168232493797
"ENSG00000188385",414.117183620153,0.697373720382296,0.176830037442965,3.94375147156335,8.02167908198622e-05,0.000577669975313118
"ENSG00000086189",287.946626369325,-0.76728519838775,0.194592645932827,-3.94303286596254,8.04576243647593e-05,0.000579101427014308
"ENSG00000167840",718.319360237746,0.557010746497982,0.141273072077966,3.94279488868605,8.05375306274145e-05,0.000579373698646223
"ENSG00000110931",2014.36242087237,-0.488461164599456,0.123895092978712,-3.94253842388565,8.06237284752018e-05,0.000579690922911255
"ENSG00000110700",7858.26977865198,-0.409746254145957,0.103942654536674,-3.94204146480969,8.07910047446942e-05,0.000580590471988358
"ENSG00000112312",834.462021772124,-0.592513132757316,0.150316672812493,-3.94176588445665,8.08839063504965e-05,0.000580805002609474
"ENSG00000142185",611.928027320179,-0.59581131016319,0.151155821685704,-3.94170269804129,8.09052215124535e-05,0.000580805002609474
"ENSG00000107669",912.069972337821,0.546164662094544,0.138576111109135,3.94126128755636,8.1054274094289e-05,0.000581571808235677
"ENSG00000007866",554.845640302029,0.611705702337546,0.155248622685209,3.94016830395897,8.14244634251841e-05,0.000583923665052792
"ENSG00000106692",1122.18162625254,-0.51929122540049,0.131810090626358,-3.93969249951071,8.15861153198551e-05,0.000584778355980783
"ENSG00000100596",959.014900765415,-0.543803086718897,0.138085839949338,-3.93815243415553,8.21114262808303e-05,0.000588237371727759
"ENSG00000156858",1494.1017288909,0.607775984753576,0.154510280115774,3.93356341272679,8.36957452615305e-05,0.000599275463601671
"ENSG00000105254",1056.66268445132,-0.591024591251843,0.150271586700991,-3.9330428607762,8.38772745480698e-05,0.000600263094206015
"ENSG00000171174",62.3679779866143,-1.5022128109992,0.382135154939571,-3.93110341087763,8.45568894210544e-05,0.00060481236905896
"ENSG00000173598",465.358300705255,-0.682004609357127,0.173539373637476,-3.92997044452769,8.49563036274687e-05,0.000607353761498762
"ENSG00000183978",613.514143488941,-0.628484045644582,0.159928963828969,-3.92977000911914,8.50271501578524e-05,0.000607544800479227
"ENSG00000155636",217.464068609152,-0.949665082276397,0.241694313931834,-3.92919910620751,8.5229249393232e-05,0.000608357457177507
"ENSG00000047621",564.130442095499,-0.651208629866946,0.165732848094115,-3.92926711485187,8.52051505863888e-05,0.000608357457177507
"ENSG00000240204",210.701671081515,-0.869521464805379,0.221366439772175,-3.92797329938662,8.56647188190662e-05,0.000611148970683794
"ENSG00000139178",1343.08302238808,0.482338378426374,0.122813631233152,3.92740100250512,8.58687471427301e-05,0.000612287301609658
"ENSG00000164978",529.136989425567,-0.683872953106541,0.174156680895491,-3.92676841100872,8.60948052070994e-05,0.000613581455950596
"ENSG00000171517",5492.38135142665,0.402695605154802,0.102561999013689,3.92636267845221,8.62400905588161e-05,0.00061429891717762
"ENSG00000171863",8019.65851164654,-0.52098074131813,0.132704845661476,-3.92586072287918,8.64201521832846e-05,0.000614945258610669
"ENSG00000106799",543.681998534269,0.605670792005511,0.154276739864123,3.92587238062554,8.64159662875384e-05,0.000614945258610669
"ENSG00000165449",182.028457806649,-0.958207153136012,0.24408550208121,-3.92570285807965,8.64768548689375e-05,0.000615030896017769
"ENSG00000197879",4819.66255026637,-0.405021325527608,0.103191797400763,-3.92493721138164,8.67523628022748e-05,0.000616671803523243
"ENSG00000120903",1025.16238709703,0.615719188606908,0.156914564141496,3.9239135766371,8.71220001063789e-05,0.000618979783005537
"ENSG00000162817",632.871739341473,-0.607132819303332,0.154789582752306,-3.9223105877536,8.77038348607022e-05,0.000622792213613723
"ENSG00000116459",4989.21595982356,-0.4381147823538,0.111737759846106,-3.92091968692772,8.82116610972829e-05,0.000626075444148705
"ENSG00000111196",679.396064064311,-0.576067942111296,0.146954145601485,-3.92005233845866,8.85297401387753e-05,0.000628009269433693
"ENSG00000197594",470.792071888783,-0.694697905911425,0.177228814117835,-3.9197796891511,8.86299513003014e-05,0.000628396395187358
"ENSG00000146842",627.409049222356,-0.61306661013219,0.156463683856668,-3.91826777320291,8.9187597525642e-05,0.000632024719676049
"ENSG00000130066",3488.20555274242,0.446389125532681,0.113949474000385,3.91743032996511,8.94978999038942e-05,0.00063389741963823
"ENSG00000181274",956.559027448269,0.587420159249065,0.150142657379184,3.9124134972884,9.13782743853399e-05,0.000646883012859509
"ENSG00000051620",3723.55204776154,0.439808603858117,0.112458748349339,3.91084384553088,9.1974223345561e-05,0.000650767256549347
"ENSG00000121741",4336.14739764987,0.498095977301298,0.127399865441265,3.9097056780718,9.24086447744384e-05,0.000653505202824469
"ENSG00000125772",232.415505130673,-0.84496211899356,0.216215948574213,-3.90795463778445,9.30807765991467e-05,0.000657920540551155
"ENSG00000099795",1045.26358344971,-0.545543563417722,0.139628814996722,-3.9070987133317,9.34109982564951e-05,0.000659915872238933
"ENSG00000055208",2269.22682702851,0.496961705269644,0.127200882483236,3.90690454003054,9.34860654899897e-05,0.000660107505503419
"ENSG00000104522",1073.45231917601,-0.505233789202485,0.129336223389617,-3.9063595330173,9.36970692242763e-05,0.000661258301460308
"ENSG00000166794",2792.28885345229,-0.468345188078927,0.119927719968208,-3.90522881785029,9.41362698074394e-05,0.00066401757119807
"ENSG00000156521",823.646522162397,-0.576785472036497,0.147760783820142,-3.90350847582518,9.48082284665853e-05,0.000668161659029145
"ENSG00000172992",592.480619963258,-0.685642874385902,0.175649296530644,-3.90347634706458,9.48208208107306e-05,0.000668161659029145
"ENSG00000197381",681.751044253608,0.555787015039202,0.142411894799674,3.90267270736767,9.51363085933729e-05,0.000670041858323351
"ENSG00000172831",1174.63317680033,0.508897759079417,0.130437348761174,3.90147272934219,9.56092339434149e-05,0.000673028395790838
"ENSG00000177200",1375.80835808144,0.626225890245755,0.160563199571416,3.9001831796907,9.61199347306063e-05,0.000676277660350393
"ENSG00000197157",4641.29171848264,-0.408000178210314,0.104636112422779,-3.89922913574812,9.64994216539596e-05,0.000678600887003764
"ENSG00000152520",605.483031437103,0.586891877846268,0.150544429377688,3.89846293398121,9.68052150232961e-05,0.000680220802785607
"ENSG00000100299",300.329504483193,0.795562268498978,0.204073813727306,3.89840447418722,9.68285840264209e-05,0.000680220802785607
"ENSG00000084733",5843.64868803707,-0.428016468620559,0.109845448279897,-3.89653349613476,9.75793172397611e-05,0.000685145139762504
"ENSG00000173409",702.693225723792,-0.599453404273686,0.153874710094655,-3.89572402056802,9.79058209303591e-05,0.000686766861066883
"ENSG00000070081",2645.4770488441,-0.531453657385519,0.136420105593634,-3.89571357589037,9.79100405457398e-05,0.000686766861066883
"ENSG00000162772",1654.21709627121,-0.46040999157755,0.118199375010495,-3.89519818980998,9.81184682223021e-05,0.000687878405780487
"ENSG00000158270",817.76027452749,0.572529397519424,0.147057630777415,3.89323148001752,9.8917682337099e-05,0.000693128533383978
"ENSG00000004142",2713.27150992398,-0.444954727125369,0.114302005152886,-3.89279896297722,9.90942672766309e-05,0.000694012698948083
"ENSG00000177830",599.229655514239,-0.657136383221135,0.168816006486838,-3.89261893404858,9.91678558690311e-05,0.000694174991083217
"ENSG00000183617",235.80874495596,-0.904905545155513,0.232497212289724,-3.89211352791566,9.93747213990122e-05,0.000695269582796239
"ENSG00000113758",5159.71642542397,0.455436917265101,0.117086299851551,3.8897541201877,0.00010034584145106,0.000701707410329936
"ENSG00000124177",2698.8875534426,0.48672979759831,0.125161491486534,3.88881429757231,0.000100735156833897,0.000704072271292352
"ENSG00000159173",204.464005733591,0.868146988235601,0.223282604966547,3.88810847296264,0.000101028477086816,0.000705764130394912
"ENSG00000153944",3110.71895423367,0.462119381957826,0.118868589966944,3.88764922749008,0.000101219758926161,0.000706741815747621
"ENSG00000198556",301.030096958024,-0.754477203468342,0.194164777004768,-3.88575731966985,0.000102011374501524,0.000711908066655589
"ENSG00000175874",18.8357595352884,2.8012851868234,0.720987813074695,3.88534332484367,0.00010218537651141,0.000712205329488537
"ENSG00000163939",5673.53831267284,0.449422503583347,0.115666364060129,3.88550731437979,0.000102116418236748,0.000712205329488537
"ENSG00000198042",1433.08918535482,-0.532021809928931,0.136932441330076,-3.88528682291211,0.000102209145985137,0.000712205329488537
"ENSG00000221983",4492.98870197675,-0.510029768925854,0.131279294353936,-3.88507396719233,0.000102298737907719,0.000712469055261198
"ENSG00000090447",315.084415253405,-0.711412540986513,0.183136952454095,-3.8845930952402,0.000102501412014225,0.000713519687575257
"ENSG00000176623",988.178413505358,-0.52208744254152,0.13441446217923,-3.88416122846485,0.000102683754775273,0.000714427801667883
"ENSG00000143641",2370.91678969534,0.456222797281856,0.117475935629384,3.88354257267767,0.000102945497066208,0.000715887146012437
"ENSG00000111725",317.459708055382,-0.70840031249456,0.182436192563802,-3.88300316148516,0.000103174226130408,0.00071675374348617
"ENSG00000101751",854.736694016953,0.563449571544713,0.145106256647547,3.8830136243766,0.000103169784943402,0.00071675374348617
"ENSG00000134759",1280.05967272228,-0.481199034328721,0.123931276774302,-3.88278929139946,0.000103265047186593,0.000717022912109024
"ENSG00000167685",1056.79039347876,0.620452687041923,0.159826546075212,3.88203776079818,0.000103584787387007,0.000718880512868801
"ENSG00000120137",2826.51499973932,0.549226287678468,0.141489667079742,3.88174132439601,0.000103711163624257,0.000719394968232948
"ENSG00000184207",709.408961546182,0.550426203646195,0.141875970722169,3.87962951615025,0.000104615685709276,0.000725303814970302
"ENSG00000168309",28.4519467558506,2.18443673349916,0.563119944227415,3.87916776149022,0.000104814452227936,0.000726316151346983
"ENSG00000138326",40809.2167313684,-0.378845898612102,0.0976928188950337,-3.87792985090495,0.000105349082072155,0.000729653677591299
"ENSG00000112992",49.2381748545546,1.63664702696712,0.422114200074615,3.87726124038902,0.000105638911416536,0.000731293198237448
"ENSG00000112335",5698.16506815151,-0.464292911321475,0.119802498665401,-3.87548604155752,0.000106412080049913,0.000736275341812688
"ENSG00000164659",966.466595615195,0.537511604653203,0.138725045362122,3.87465438018137,0.000106776135109516,0.000738423206591122
"ENSG00000073150",165.636982496243,0.977235819414243,0.252228400486947,3.87440834389629,0.000106884061168037,0.000738798513164005
"ENSG00000211455",1201.94227814831,0.519078467001496,0.134037717767456,3.87262985111439,0.000107667280054546,0.000743838825424505
"ENSG00000154914",652.201828650739,0.577706280141926,0.149185259077166,3.87240859931817,0.000107765093571966,0.000744141210327182
"ENSG00000007341",602.837709208233,-0.600417740390455,0.155124889373818,-3.87054419709254,0.000108592666273,0.000749184902730603
"ENSG00000143653",504.445289233129,-0.632267762515701,0.163354817385486,-3.87051800880578,0.000108604333346669,0.000749184902730603
"ENSG00000174738",2151.58268956694,0.472112947581493,0.122019318295143,3.86916558933345,0.000109208456265716,0.000752598215376702
"ENSG00000101935",1101.27593064649,-0.526535963860635,0.136084847731177,-3.86917406779012,0.000109204659100543,0.000752598215376702
"ENSG00000111696",332.914939819985,-0.717316219943592,0.18550333460827,-3.86686428822619,0.000110243736228578,0.000759352678404848
"ENSG00000133731",971.197928931538,-0.513277291154563,0.132757612199936,-3.86627390059982,0.000110510820748689,0.000760811745444352
"ENSG00000104529",1331.84244611409,-0.561765019518098,0.145318177721887,-3.86575876689849,0.000110744359825435,0.000762038525955227
"ENSG00000128578",179.482031907379,-0.934367681359703,0.241740767662992,-3.8651638711692,0.000111014638802173,0.000763516764069493
"ENSG00000273045",142.056489350067,1.00396737363318,0.259809581224888,3.86424306948155,0.000111434213952346,0.000766019816230578
"ENSG00000136930",1745.90376851522,-0.455835946526411,0.117995191539302,-3.86317391903703,0.000111923262889483,0.000768558947283941
"ENSG00000134882",1111.32961211286,0.489121017808219,0.126608830033794,3.86324569682592,0.000111890367122033,0.000768558947283941
"ENSG00000181222",7456.61604108769,0.412584398891573,0.106802214371522,3.86306970618005,0.000111971039890449,0.000768558947283941
"ENSG00000166938",934.019664470527,-0.529016253008936,0.13696621600609,-3.86238496203629,0.000112285443715034,0.000770332971854663
"ENSG00000163349",2231.09267736022,0.451462216403388,0.116914597016715,3.86147006381797,0.000112706823772747,0.000772838773170791
"ENSG00000143674",255.447406309063,0.806924286904971,0.209025420143404,3.86041222331414,0.000113195898926461,0.00077580603898379
"ENSG00000184481",411.531981656604,0.721265600451589,0.186897375514096,3.85915317680419,0.00011378060750911,0.000779425465071111
"ENSG00000139636",593.850597510217,0.604194530672775,0.156566565160028,3.85902654283323,0.000113839574479857,0.00077944162158784
"ENSG00000165886",133.059002275685,1.02388421413692,0.265334363983246,3.85884511439148,0.000113924106668823,0.000779632716065123
"ENSG00000134326",245.638844083616,-0.792974380759339,0.205512337299189,-3.85852446223172,0.000114073651580339,0.000779880888088228
"ENSG00000145982",203.981279932172,-0.91275461676784,0.236551832604614,-3.85858188760461,0.000114046856082875,0.000779880888088228
